'label1','label2','in','on','belongs_in','belongs_on','is_a'
'object17','object2',,,,,
'object17','object3',,,,,
'object17','object4',,,,,
'object17','object5',,,,,
'object17','object6',0,,,0,
'object17','object7',,,,,
'object17','object8',,,,,0
'object17','object9',,,,,0
'object17','object10',,,,,
'object17','object11',,,,,
'object17','object12',,,,,
'object17','object13',,,,,
'object17','object14',,,,,
'object17','object15',,,,0,
'object17','object16',,,,,
'object17','object17',,1,0,,0
'object17','object18',0,1,,,
'object17','object19',,1,,,
'object17','object20',0,,0,,
'object17','object21',,,,0,
'object17','object22',,,0,,
'object17','object23',,,0,,0
'object17','object24',,1,,,
'object17','object25',,,,,
'object17','object26',,1,,,0
'object17','object27',,,,,
'object17','object28',,,,,
'object17','object29',,,,0,
'object17','object30',,,,,0
'object17','object31',,,,,
'object17','object32',0,,,,
'object17','object33',,,,,0
'object17','object34',,,,,
'object17','object35',,1,,,0
'object17','object36',,1,,,
'object17','object37',,1,,,0
'object17','object38',,,,,
'object17','object39',,,,,0
'object17','object40',,,,,
'object17','object41',0,,0,,
'object17','object42',,,,0,
'object17','object43',,,,,
'object17','object44',,,,0,
'object17','object45',,,,,
'object17','object46',0,,0,,
'object17','object47',0,,,,0
'object17','object48',,,,,0
'object17','object49',,1,,,
'object17','object50',,0,,,0
'object17','object51',1,,,0,0
'object17','object52',1,0,,,
'object17','object53',,,,,0
'object17','object54',,,0,,
'object17','object55',,,,,
'object17','object56',,,0,,
'object17','object57',,,,,
'object17','object58',,,,0,
'object17','object59',,,,,
'object17','object60',,1,0,0,
'object17','object61',,,,,
'object17','object62',,0,,,
'object18','object0',,,0,,
'object18','object1',,,,,
'object18','object2',0,1,,,
'object18','object3',,,,,
'object18','object4',,,,,
'object18','object5',,,,,0
'object18','object6',0,,,,
'object18','object7',,,,,
'object18','object8',,,,,
'object18','object9',,,,,0
'object18','object10',,1,,,
'object18','object11',,,,0,
'object18','object12',0,,,0,0
'object18','object13',,,0,,
'object18','object14',,,,,
'object18','object15',,1,0,,
'object18','object16',0,,,,0
'object18','object17',,,0,,
'object18','object18',,,0,0,0
'object18','object19',,,0,,
'object18','object20',,,,,
'object18','object21',,,0,0,
'object18','object22',,,0,,
'object18','object23',,,0,,0
'object18','object24',,1,0,,0
'object18','object25',,,0,,
'object18','object26',,,,,
'object18','object27',,,,,
'object18','object28',,,,0,
'object18','object29',,,,0,
'object18','object30',,,,,
'object18','object31',,,,,
'object18','object32',,,,,
'object18','object33',0,,,0,
'object18','object34',,1,0,,0
'object18','object35',,,,,0
'object18','object36',,,,0,
'object18','object37',,,0,,
'object18','object38',,,,0,
'object18','object39',,,,,0
'object18','object40',,,,0,
'object18','object41',,,,,
'object18','object42',,,0,,
'object18','object43',0,,,,
'object18','object44',,,0,,0
'object18','object45',,1,0,,
'object18','object46',,,,,
'object18','object47',0,,,,
'object18','object48',,1,0,,0
'object18','object49',,1,,,
'object18','object50',,,,,0
'object18','object51',,0,1,,
'object18','object52',,,,,0
'object18','object53',,,,,
'object18','object54',,,,,0
'object18','object55',,,,0,0
'object18','object56',,,,,0
'object18','object57',,,,0,0
'object18','object58',,,,,
'object18','object59',,,,,
'object18','object60',,,,,1
'object18','object61',,,0,,
'object18','object62',0,0,0,,
'object19','object0',,,,,0
'object19','object1',,,,,
'object19','object2',,1,,,
'object19','object3',0,,,,
'object19','object4',,,,,
'object19','object5',,,,,
'object19','object6',,,,,
'object19','object7',,,,0,
'object19','object8',,,,,
'object19','object9',,,,,
'object19','object10',,1,,,
'object19','object11',,,,,
'object19','object12',,,,,
'object19','object13',,,0,,
'object19','object14',,1,,,
'object19','object15',,,,0,
'object19','object16',,,,,
'object19','object17',,,,,
'object19','object18',0,,,,
'object19','object19',,,,0,
'object19','object20',,,,0,
'object19','object21',,,0,,
'object19','object22',0,,,,0
'object19','object23',,1,,0,
'object19','object24',,,,0,
'object19','object25',0,1,,,0
'object19','object26',,,0,,0
'object19','object27',,,,,
'object19','object28',,1,,,
'object19','object29',0,,,,
'object19','object30',,,,,
'object19','object31',,,,,0
'object19','object32',,,,0,
'object19','object33',,,,0,
'object19','object34',,,0,,
'object19','object35',,,,,
'object19','object36',,,0,0,0
'object19','object37',,,,,0
'object19','object38',,,,,0
'object19','object39',,,0,,0
'object19','object40',0,,,,
'object19','object41',,,,,0
'object19','object42',,,,,
'object19','object43',0,,0,,
'object19','object44',,,,0,
'object19','object45',,1,,,
'object19','object46',,,,,
'object19','object47',,1,,,
'object19','object48',,,,,0
'object19','object49',,,,,
'object19','object50',1,0,,,
'object19','object51',,0,,,
'object19','object52',,,,,
'object19','object53',,,,0,
'object19','object54',,,,,
'object19','object55',,,,,
'object19','object56',,0,,,
'object19','object57',0,0,,,
'object19','object58',,,,,
'object19','object59',,,,,
'object19','object60',,,,,
'object19','object61',,,,0,
'object19','object62',,,,0,
'object20','object0',,1,0,0,0
'object20','object1',0,1,,,
'object20','object2',,1,0,,
'object20','object3',,,,0,
'object20','object4',,,,,
'object20','object5',,,,0,0
'object20','object6',,,,,
'object20','object7',,,,,
'object20','object8',,,,,
'object20','object9',,,,0,0
'object20','object10',,,,,
'object20','object11',,1,,,
'object20','object12',,,,,
'object20','object13',0,,,0,
'object20','object14',0,,,,
'object20','object15',,,,,0
'object20','object16',,,,,0
'object20','object17',,,0,,0
'object20','object18',,,,,
'object20','object19',0,1,,,
'object20','object20',,,0,,
'object20','object21',,,,0,
'object20','object22',,,0,,
'object20','object23',,,,,0
'object20','object24',,,,,
'object20','object25',,,0,,
'object20','object26',,,,0,
'object20','object27',,,,,
'object20','object28',0,,0,,
'object20','object29',,1,0,0,
'object20','object30',,,,,
'object20','object31',,,0,,
'object20','object32',,,0,,
'object20','object33',,,,,
'object20','object34',,,,,
'object20','object35',,,,,
'object20','object36',,,,,0
'object20','object37',,1,,,
'object20','object38',,,0,,0
'object20','object39',,,0,,0
'object20','object40',,,,,
'object20','object41',0,,,,
'object20','object42',0,,,0,
'object20','object43',,,,0,
'object20','object44',,,,0,
'object20','object45',,,,,
'object20','object46',0,,,,
'object20','object47',0,,,0,
'object20','object48',,,,,
'object20','object49',,,,,
'object20','object50',,,,0,
'object20','object51',,,1,,
'object20','object52',1,,,,0
'object20','object53',,,,,
'object20','object54',,,,,0
'object20','object55',,,,,
'object20','object56',0,0,,,
'object20','object57',,,,0,
'object20','object58',,,,,
'object20','object59',,0,,,
'object20','object60',,,,,
'object20','object61',,,0,,
'object20','object62',,0,,,
'object21','object0',0,,,,
'object21','object1',,,,0,
'object21','object2',,,,0,0
'object21','object3',0,1,0,,
'object21','object4',,1,,0,0
'object21','object5',,,,,
'object21','object6',,,0,,
'object21','object7',,,,,
'object21','object8',,,,,0
'object21','object9',,,,,
'object21','object10',0,,,0,
'object21','object11',,1,,,
'object21','object12',,,,,
'object21','object13',,,,0,0
'object21','object14',,,0,,0
'object21','object15',0,1,,,0
'object21','object16',,,,,
'object21','object17',,,,,
'object21','object18',,1,,,
'object21','object19',,,0,,
'object21','object20',,1,,,
'object21','object21',,,,,
'object21','object22',,,,0,
'object21','object23',,,,,0
'object21','object24',,,,,
'object21','object25',0,1,,,
'object21','object26',,,,,
'object21','object27',,,,0,0
'object21','object28',0,,,,
'object21','object29',,,,0,
'object21','object30',0,1,,,
'object21','object31',,,0,,0
'object21','object32',,1,,,0
'object21','object33',,1,0,0,
'object21','object34',,,,0,
'object21','object35',,,,,
'object21','object36',,,,,
'object21','object37',0,1,,0,
'object21','object38',,,,,
'object21','object39',,,0,,
'object21','object40',,,,,
'object21','object41',,,,,
'object21','object42',,,0,,
'object21','object43',0,,,,0
'object21','object44',0,,,0,
'object21','object45',0,,,0,0
'object21','object46',,,,,0
'object21','object47',0,,,,
'object21','object48',0,1,,,
'object21','object49',0,,,,0
'object21','object50',,,0,,
'object21','object51',,,,,
'object21','object52',1,0,,,
'object21','object53',,,,,
'object21','object54',,,,,
'object21','object55',,,,,
'object21','object56',,0,0,,
'object21','object57',0,,,0,0
'object21','object58',,,,0,
'object21','object59',,,,,
'object21','object60',,1,,,
'object21','object61',0,,,,
'object21','object62',,0,,,0
'object22','object0',,,0,0,
'object22','object1',,,0,,
'object22','object2',,,,,0
'object22','object3',,,,,
'object22','object4',,,,,
'object22','object5',,1,0,,
'object22','object6',,,,,0
'object22','object7',,,,,
'object22','object8',,,,,0
'object22','object9',,,,0,
'object22','object10',,,,0,
'object22','object11',,,,,
'object22','object12',0,,,,
'object22','object13',,,,,
'object22','object14',0,,,0,
'object22','object15',,,,,0
'object22','object16',,,,0,
'object22','object17',0,,,,
'object22','object18',,,0,,
'object22','object19',,,,,
'object22','object20',,1,,,
'object22','object21',0,1,,,
'object22','object22',,,,,
'object22','object23',,,0,,
'object22','object24',,,,,
'object22','object25',,1,,,0
'object22','object26',,,,,
'object22','object27',,,,,0
'object22','object28',,,,0,
'object22','object29',,,0,,
'object22','object30',,1,,,0
'object22','object31',,,0,,
'object22','object32',,,,,
'object22','object33',,,,,
'object22','object34',,,,,
'object22','object35',,,,,0
'object22','object36',,1,0,,
'object22','object37',0,1,,,
'object22','object38',,,,,
'object22','object39',,,,,
'object22','object40',,,,,
'object22','object41',,,,,
'object22','object42',,,,,
'object22','object43',0,,,,
'object22','object44',0,,,,
'object22','object45',,1,,0,
'object22','object46',0,1,,0,
'object22','object47',,,,,
'object22','object48',0,,,,0
'object22','object49',,,,,
'object22','object50',,0,,,0
'object22','object51',,,,,
'object22','object52',,,,,
'object22','object53',1,,0,,0
'object22','object54',,,,,
'object22','object55',,,,0,
'object22','object56',,,,,
'object22','object57',,,,,
'object22','object58',0,,,0,
'object22','object59',0,0,,0,
'object22','object60',0,,,,
'object22','object61',,,,,
'object22','object62',0,0,,,
'object23','object0',,,,,
'object23','object1',,,0,,
'object23','object2',,,,,0
'object23','object3',0,1,,,
'object23','object4',0,,,0,0
'object23','object5',,,0,0,0
'object23','object6',0,,,,
'object23','object7',,,0,,
'object23','object8',,,,,
'object23','object9',,,,,
'object23','object10',,,,,0
'object23','object11',,1,,,
'object23','object12',,,,,
'object23','object13',,,,,0
'object23','object14',,1,,,
'object23','object15',,,,,
'object23','object16',,,,,
'object23','object17',0,,,,
'object23','object18',,,,,
'object23','object19',,1,,,0
'object23','object20',0,1,,0,0
'object23','object21',,,,0,
'object23','object22',,1,,,
'object23','object23',,,0,,0
'object23','object24',,,,0,0
'object23','object25',0,,,0,
'object23','object26',,,,,
'object23','object27',,,,,
'object23','object28',,,,,
'object23','object29',0,,,,
'object23','object30',,1,,,
'object23','object31',,,,,0
'object23','object32',,,,,
'object23','object33',,1,,0,
'object23','object34',,,0,,
'object23','object35',,,,,
'object23','object36',,,,0,
'object23','object37',,,,,
'object23','object38',,1,,,
'object23','object39',,1,,,
'object23','object40',,,0,,
'object23','object41',,1,0,,
'object23','object42',,,,,0
'object23','object43',,1,,,
'object23','object44',,,,,
'object23','object45',,,,,
'object23','object46',,,0,0,
'object23','object47',,,,,
'object23','object48',0,,0,,
'object23','object49',0,,,,
'object23','object50',,,,,
'object23','object51',,,,,
'object23','object52',,,,,0
'object23','object53',1,,,,
'object23','object54',,,,0,
'object23','object55',,,,,
'object23','object56',,,,,
'object23','object57',,,,,0
'object23','object58',,,0,,
'object23','object59',,,,,
'object23','object60',,1,,0,
'object23','object61',,,,,
'object23','object62',,0,0,0,
'object24','object0',,,0,,
'object24','object1',,1,,,
'object24','object2',0,,,,
'object24','object3',0,,0,,
'object24','object4',,1,,,
'object24','object5',,,,,0
'object24','object6',,,,,
'object24','object7',,,,,
'object24','object8',,,,,0
'object24','object9',,1,,0,0
'object24','object10',,,,,
'object24','object11',,,,,
'object24','object12',,,,,
'object24','object13',0,1,,,
'object24','object14',,,,0,
'object24','object15',0,,0,,
'object24','object16',,,,,0
'object24','object17',,,,,
'object24','object18',0,,,,
'object24','object19',,,,0,
'object24','object20',,,0,,
'object24','object21',,,,,
'object24','object22',,,,0,0
'object24','object23',,,,,
'object24','object24',,,,,
'object24','object25',,,,,
'object24','object26',,,,,
'object24','object27',,,,,
'object24','object28',,1,,,
'object24','object29',,,,0,
'object24','object30',,,,,
'object24','object31',,,,,
'object24','object32',,1,,,0
'object24','object33',0,,,,
'object24','object34',0,,,,
'object24','object35',,,0,,
'object24','object36',0,,,,0
'object24','object37',,,,,
'object24','object38',,,,0,
'object24','object39',,,,0,
'object24','object40',0,,,0,
'object24','object41',,,0,,
'object24','object42',,,,,
'object24','object43',,,,,
'object24','object44',,,,,
'object24','object45',0,,0,0,
'object24','object46',,,,,
'object24','object47',,1,,,
'object24','object48',,,,,
'object24','object49',,,0,0,
'object24','object50',,,,,0
'object24','object51',,,,0,0
'object24','object52',,,,0,
'object24','object53',,,,,0
'object24','object54',,,,,0
'object24','object55',,,,,
'object24','object56',,,,,0
'object24','object57',,0,0,,0
'object24','object58',,,,0,
'object24','object59',0,0,,,
'object24','object60',,,0,0,
'object24','object61',,,,,0
'object24','object62',,,,,
'object25','object0',0,,,,
'object25','object1',0,,,,
'object25','object2',,,,,
'object25','object3',0,,,,
'object25','object4',,,,,0
'object25','object5',,,,,
'object25','object6',,,0,0,
'object25','object7',,,,,0
'object25','object8',,1,,,
'object25','object9',,,,,
'object25','object10',0,,,,0
'object25','object11',,,,,
'object25','object12',,1,,,
'object25','object13',,,,,
'object25','object14',,1,,,
'object25','object15',0,,0,,
'object25','object16',0,,0,,0
'object25','object17',0,,,,
'object25','object18',,,,,
'object25','object19',,,,,
'object25','object20',,1,,,
'object25','object21',,1,,,
'object25','object22',0,,,,0
'object25','object23',,,,,
'object25','object24',,,,,0
'object25','object25',,,,,0
'object25','object26',,1,0,,0
'object25','object27',,,,,
'object25','object28',,,,,
'object25','object29',0,,,,0
'object25','object30',,,,,
'object25','object31',0,,,0,0
'object25','object32',,,,0,
'object25','object33',,,,,0
'object25','object34',,,,,
'object25','object35',,,,,
'object25','object36',,1,,,
'object25','object37',,,,,0
'object25','object38',,,,,0
'object25','object39',,,,0,
'object25','object40',,1,,,0
'object25','object41',,,,,
'object25','object42',0,1,,0,
'object25','object43',,1,,,
'object25','object44',,,,,
'object25','object45',,,0,,
'object25','object46',,1,,,
'object25','object47',,,,,
'object25','object48',0,1,0,0,
'object25','object49',,,,,0
'object25','object50',,,,,
'object25','object51',,,,,0
'object25','object52',,,,,
'object25','object53',,,,,0
'object25','object54',,,,,
'object25','object55',,,,,
'object25','object56',,0,,,
'object25','object57',,,,,0
'object25','object58',,0,,,
'object25','object59',0,,0,,0
'object25','object60',,1,0,,1
'object25','object61',,,,,
'object25','object62',,,,0,
'object26','object0',,,0,0,
'object26','object1',,1,,,
'object26','object2',,,0,,
'object26','object3',0,,,,
'object26','object4',,,,,
'object26','object5',0,,,,
'object26','object6',,,,,
'object26','object7',,,,,
'object26','object8',,1,,0,0
'object26','object9',0,,0,,
'object26','object10',,,,,
'object26','object11',,1,,,
'object26','object12',,,,,
'object26','object13',,,,0,
'object26','object14',,,,,
'object26','object15',,1,,,
'object26','object16',,,,,
'object26','object17',,,,,
'object26','object18',,1,0,,
'object26','object19',,,,,
'object26','object20',,,0,0,
'object26','object21',,1,,,0
'object26','object22',,,,,
'object26','object23',,,,,
'object26','object24',,1,0,,
'object26','object25',,1,0,,0
'object26','object26',0,,,,
'object26','object27',0,,,,
'object26','object28',0,1,,0,
'object26','object29',,,,,
'object26','object30',,,,,
'object26','object31',,,,,0
'object26','object32',,,,,0
'object26','object33',,,,,
'object26','object34',,,,,
'object26','object35',0,,,0,
'object26','object36',,,,,
'object26','object37',,,,,
'object26','object38',,1,,0,
'object26','object39',,,,,0
'object26','object40',,,,0,
'object26','object41',,,,,
'object26','object42',,,,,
'object26','object43',,,,,
'object26','object44',,1,,,0
'object26','object45',,,,,
'object26','object46',,,,,0
'object26','object47',,1,,,0
'object26','object48',,,,,
'object26','object49',,1,,,
'object26','object50',,,1,0,
'object26','object51',,0,0,,
'object26','object52',,,,,
'object26','object53',,,,,0
'object26','object54',,,,,
'object26','object55',,,,,
'object26','object56',,,,,0
'object26','object57',,,,,
'object26','object58',,,,,0
'object26','object59',,0,,,
'object26','object60',,,,,
'object26','object61',,,,,0
'object26','object62',0,,0,,
'object27','object0',0,1,0,,
'object27','object1',0,,0,,
'object27','object2',0,1,,,
'object27','object3',,,,,0
'object27','object4',,,,0,
'object27','object5',,1,,,
'object27','object6',,,,0,
'object27','object7',,,,,
'object27','object8',,,0,0,
'object27','object9',0,,,,0
'object27','object10',,,,,
'object27','object11',,,,,
'object27','object12',0,,,,
'object27','object13',0,,0,0,
'object27','object14',0,,,,
'object27','object15',,,,,
'object27','object16',,,,,
'object27','object17',0,1,,,0
'object27','object18',0,,,,
'object27','object19',,1,0,0,0
'object27','object20',,1,0,,
'object27','object21',,,,,
'object27','object22',,1,,,
'object27','object23',,,0,0,
'object27','object24',,,,,
'object27','object25',,,,,
'object27','object26',,1,0,,
'object27','object27',,,,0,
'object27','object28',0,,,,
'object27','object29',,,,,
'object27','object30',,,,,0
'object27','object31',,,,,0
'object27','object32',,,,,
'object27','object33',0,,,,
'object27','object34',,,,,
'object27','object35',0,,,,
'object27','object36',,,,0,
'object27','object37',,,,,
'object27','object38',,1,0,,
'object27','object39',,,,0,
'object27','object40',,,,0,
'object27','object41',,,,,
'object27','object42',0,,,,
'object27','object43',,,,,0
'object27','object44',0,,0,,0
'object27','object45',,,,0,0
'object27','object46',,,,,
'object27','object47',,1,,,
'object27','object48',0,1,,,0
'object27','object49',,,,,
'object27','object50',,,,,
'object27','object51',,,,,
'object27','object52',,,0,0,0
'object27','object53',,,0,0,
'object27','object54',1,0,,,
'object27','object55',0,,,,
'object27','object56',,,,,
'object27','object57',,0,0,,
'object27','object58',,,0,,
'object27','object59',,0,,,
'object27','object60',,,,,
'object27','object61',,,0,0,
'object27','object62',,,,0,
'object28','object0',,1,,,0
'object28','object1',,1,,,
'object28','object2',,,,,0
'object28','object3',,,,,
'object28','object4',,,,,
'object28','object5',,,,,
'object28','object6',,,,,
'object28','object7',,,,,0
'object28','object8',,,,,
'object28','object9',,,,,
'object28','object10',,,,,
'object28','object11',,,,0,0
'object28','object12',,,,0,
'object28','object13',,,,,
'object28','object14',,,,,
'object28','object15',,,,,
'object28','object16',,,0,0,
'object28','object17',,,0,,
'object28','object18',0,,,0,
'object28','object19',,,,,
'object28','object20',0,,,,
'object28','object21',,,,,
'object28','object22',,,0,,
'object28','object23',,1,,,
'object28','object24',0,,,,
'object28','object25',,,,,
'object28','object26',0,,,,
'object28','object27',,,0,,
'object28','object28',,,0,,
'object28','object29',,,0,0,
'object28','object30',0,,,,
'object28','object31',0,,,,
'object28','object32',0,,,0,
'object28','object33',,,,,
'object28','object34',,,,,0
'object28','object35',,,,,0
'object28','object36',,1,,,0
'object28','object37',0,,0,,
'object28','object38',,,,,
'object28','object39',,,0,,
'object28','object40',,,,,
'object28','object41',0,,,,
'object28','object42',,,,,
'object28','object43',,,,0,
'object28','object44',0,,,,
'object28','object45',,,,,
'object28','object46',,1,0,,
'object28','object47',,,,,
'object28','object48',,1,,,
'object28','object49',,,,,
'object28','object50',,,,,
'object28','object51',,,0,,0
'object28','object52',,,,,
'object28','object53',,,,,
'object28','object54',1,,,,0
'object28','object55',0,,,,
'object28','object56',,,0,0,
'object28','object57',,,,,
'object28','object58',,,,,
'object28','object59',,,0,,
'object28','object60',,1,0,0,
'object28','object61',,,0,0,
'object28','object62',0,,,,
'object29','object0',0,1,,,
'object29','object1',,1,,0,0
'object29','object2',,,,,
'object29','object3',,,,,
'object29','object4',,,,0,
'object29','object5',0,1,,,
'object29','object6',0,,,0,
'object29','object7',,,,,0
'object29','object8',,,,,
'object29','object9',,,,,
'object29','object10',,1,,,
'object29','object11',,,,,
'object29','object12',,,,,
'object29','object13',,,,,
'object29','object14',0,,0,0,
'object29','object15',,,0,0,0
'object29','object16',,,,,
'object29','object17',,,,0,
'object29','object18',,1,,,0
'object29','object19',,1,,,0
'object29','object20',0,1,0,,
'object29','object21',,,,,
'object29','object22',,,,0,
'object29','object23',,,,0,0
'object29','object24',,,0,,
'object29','object25',,,,,0
'object29','object26',,,,,
'object29','object27',,1,0,,0
'object29','object28',,,,,
'object29','object29',,,,,0
'object29','object30',,,,,
'object29','object31',,,,,0
'object29','object32',,1,,,
'object29','object33',,,,,
'object29','object34',,,,,
'object29','object35',,1,,,
'object29','object36',0,1,0,,
'object29','object37',,,,,
'object29','object38',,,0,,
'object29','object39',,,,,
'object29','object40',,,,,
'object29','object41',,,0,,
'object29','object42',,,,,0
'object29','object43',,1,,,0
'object29','object44',,,,,
'object29','object45',,,,,0
'object29','object46',,,,,0
'object29','object47',,1,,,
'object29','object48',,,,,
'object29','object49',,,,,
'object29','object50',,0,,,
'object29','object51',,,,0,
'object29','object52',,,,0,
'object29','object53',,,,0,
'object29','object54',,,,,
'object29','object55',0,,,,
'object29','object56',,,,0,
'object29','object57',,,,,
'object29','object58',0,0,,0,
'object29','object59',0,,,,
'object29','object60',,,0,,
'object29','object61',,,0,,
'object29','object62',,,,,
'object30','object0',0,,,,
'object30','object1',,,,0,
'object30','object2',,1,,,
'object30','object3',,,,,0
'object30','object4',,,,0,
'object30','object5',,,,,
'object30','object6',,,,,
'object30','object7',,,,,
'object30','object8',0,,,,
'object30','object9',,1,,0,
'object30','object10',,,,,
'object30','object11',,,0,,
'object30','object12',,,,,
'object30','object13',,,,,
'object30','object14',,,,,
'object30','object15',,,,,
'object30','object16',,1,,,
'object30','object17',,,,,
'object30','object18',,,,,
'object30','object19',,1,,,
'object30','object20',,1,,,
'object30','object21',0,1,,,0
'object30','object22',,,0,0,
'object30','object23',0,,0,,
'object30','object24',,,,,
'object30','object25',0,1,,,
'object30','object26',0,,,,
'object30','object27',0,,,,
'object30','object28',,,,,
'object30','object29',,,,,
'object30','object30',,1,,,
'object30','object31',0,,0,,0
'object30','object32',,,0,,
'object30','object33',,1,,,
'object30','object34',,,,,
'object30','object35',,,,,
'object30','object36',,,0,,
'object30','object37',0,,,,
'object30','object38',,,,0,
'object30','object39',,1,,,
'object30','object40',,,,0,
'object30','object41',,,,,
'object30','object42',,,,,0
'object30','object43',0,1,,,0
'object30','object44',,,,,
'object30','object45',,,0,,
'object30','object46',,,,0,0
'object30','object47',0,1,,,0
'object30','object48',,1,,,0
'object30','object49',,1,,,
'object30','object50',,0,,,
'object30','object51',,,,,
'object30','object52',,,,,
'object30','object53',,,,,
'object30','object54',,,,,
'object30','object55',,,,0,
'object30','object56',,,,,
'object30','object57',,,,,
'object30','object58',0,,,,
'object30','object59',,,,,0
'object30','object60',0,,,,
'object30','object61',,,,,
'object30','object62',,0,,0,0
'object31','object0',,,,,0
'object31','object1',,,0,0,
'object31','object2',,,,0,0
'object31','object3',,,,,0
'object31','object4',,,,,
'object31','object5',,,,,
'object31','object6',,,,0,
'object31','object7',,,,,
'object31','object8',,,,,
'object31','object9',,1,,,
'object31','object10',0,1,,,
'object31','object11',,,,0,
'object31','object12',,,,,
'object31','object13',,,0,,
'object31','object14',,,,0,
'object31','object15',,1,,,
'object31','object16',,,0,,
'object31','object17',,,0,0,
'object31','object18',,,,,
'object31','object19',0,,0,0,0
'object31','object20',,,,,
'object31','object21',,1,,0,
'object31','object22',,,,,
'object31','object23',0,,,,
'object31','object24',,,0,0,
'object31','object25',,,0,,
'object31','object26',,,,,
'object31','object27',0,,,,
'object31','object28',,,,,
'object31','object29',,,,,
'object31','object30',0,,0,0,0
'object31','object31',,,,0,
'object31','object32',,,,,
'object31','object33',,,,,
'object31','object34',0,,,,0
'object31','object35',,1,,,
'object31','object36',,,,,
'object31','object37',,,0,0,
'object31','object38',,,,,
'object31','object39',,,,,
'object31','object40',,,,,0
'object31','object41',,,,,
'object31','object42',,,0,,
'object31','object43',,1,,,0
'object31','object44',,,0,0,
'object31','object45',,,,,
'object31','object46',0,,0,,
'object31','object47',,,,,
'object31','object48',,,,,
'object31','object49',,,,0,
'object31','object50',,,,0,0
'object31','object51',1,,0,,
'object31','object52',,,,,
'object31','object53',,,,,
'object31','object54',,0,,,
'object31','object55',,,,,
'object31','object56',0,,,,
'object31','object57',,,,,0
'object31','object58',0,,,,0
'object31','object59',,,0,,0
'object31','object60',,,,,1
'object31','object61',,,,,0
'object31','object62',0,,0,,
'object32','object0',,,,,
'object32','object1',,,,,0
'object32','object2',,,0,,
'object32','object3',,,,,
'object32','object4',,,0,,
'object32','object5',0,,0,,
'object32','object6',,,,,
'object32','object7',,,0,,
'object32','object8',,,,,
'object32','object9',,,,,
'object32','object10',,,,,0
'object32','object11',0,1,0,0,
'object32','object12',,1,,,
'object32','object13',,,,0,
'object32','object14',0,,,,
'object32','object15',,,0,,
'object32','object16',,,,,
'object32','object17',0,,,0,0
'object32','object18',,,,,
'object32','object19',,,,,
'object32','object20',,,,0,
'object32','object21',0,,0,,
'object32','object22',0,,,,0
'object32','object23',,,,,0
'object32','object24',0,,,,
'object32','object25',,,,,0
'object32','object26',,,,,
'object32','object27',,,,0,
'object32','object28',,1,,,
'object32','object29',,,,,
'object32','object30',,1,0,,
'object32','object31',,,,,0
'object32','object32',,,,,
'object32','object33',,,0,,
'object32','object34',0,,,,0
'object32','object35',,,,0,0
'object32','object36',,1,,,
'object32','object37',,1,,,
'object32','object38',0,,,,
'object32','object39',,,,,
'object32','object40',,1,,,
'object32','object41',,,,,0
'object32','object42',,,0,,
'object32','object43',,,,,
'object32','object44',,,,0,
'object32','object45',,,,,
'object32','object46',,1,,,
'object32','object47',,1,,0,0
'object32','object48',,1,,,
'object32','object49',,,,,0
'object32','object50',,0,,,0
'object32','object51',,,0,0,
'object32','object52',,,0,,
'object32','object53',,,,,0
'object32','object54',1,,,,
'object32','object55',,,0,,0
'object32','object56',,,,,
'object32','object57',,,,,
'object32','object58',,0,,,
'object32','object59',,0,,0,
'object32','object60',,1,,,
'object32','object61',,,,,
'object32','object62',,,,,
'object33','object0',,,,,
'object33','object1',,1,,0,
'object33','object2',,,,,
'object33','object3',0,,,,
'object33','object4',,,,0,
'object33','object5',,1,0,,0
'object33','object6',,1,,,
'object33','object7',,,,,
'object33','object8',,,0,0,
'object33','object9',,,,,
'object33','object10',,,,,
'object33','object11',,,,,
'object33','object12',,,0,,
'object33','object13',,,,,
'object33','object14',0,,,0,
'object33','object15',,,0,,
'object33','object16',,,,,
'object33','object17',,,0,,
'object33','object18',0,,,,
'object33','object19',,,0,0,
'object33','object20',,1,,,
'object33','object21',,,,,0
'object33','object22',,,,0,0
'object33','object23',,1,,0,
'object33','object24',,,,,
'object33','object25',0,,,,
'object33','object26',,1,,,
'object33','object27',,,0,,
'object33','object28',,,,,
'object33','object29',,,,,
'object33','object30',,,,,
'object33','object31',,,,,
'object33','object32',0,,0,,
'object33','object33',,,0,,
'object33','object34',,,0,0,
'object33','object35',0,,0,,
'object33','object36',,,,,
'object33','object37',0,,,,
'object33','object38',,,,0,0
'object33','object39',0,,0,,
'object33','object40',0,,,,
'object33','object41',,1,,,
'object33','object42',,,,,
'object33','object43',,,,,
'object33','object44',0,,,,
'object33','object45',,,0,,
'object33','object46',,,,,
'object33','object47',,,,,
'object33','object48',,,0,,
'object33','object49',,,,,
'object33','object50',,,,,
'object33','object51',,0,,,
'object33','object52',,0,0,,
'object33','object53',,,0,,
'object33','object54',,,,0,
'object33','object55',,,,,
'object33','object56',,,,0,0
'object33','object57',,,,0,
'object33','object58',0,,,,
'object33','object59',,,,,
'object33','object60',,,,,
'object33','object61',,,,,0
'object33','object62',,,,,
'object34','object0',,,,,
'object34','object1',,,0,,0
'object34','object2',0,1,,,
'object34','object3',,,,,
'object34','object4',,,,0,0
'object34','object5',,1,0,,
'object34','object6',,,0,,0
'object34','object7',0,,,,0
'object34','object8',,,,,
